,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T'c,Health,Taste,image
2652,Sweet potato soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (300g),186,44.4,1.8,0.3,0,5.7,-3,27,9.3,14.8,2.4,0.46875,0,22.8,-1,1.125,2.571667131,0.539368197,80,13,
2653,Sweet potato boiled without skin,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Whole (151g),158.55,36.66,2.49,0.45,0.1,2.72,0,19.63,7.9275,12.22,3.32,0.703125,0.5,10.88,0,0.817916667,1.571684194,0.554946695,49,14,
2654,Sweet potato dried,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Slice (4.44g),15.1,3.49,0.21,0.04,0.01,0.09,0,1.15,0.755,1.163333333,0.28,0.0625,0.05,0.36,0,0.047916667,0.517919982,0.445732251,16,10,
2657,Sweet sour pork,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,1 portion (194g),483.06,26.97,26.77,29.68,11.83,5.43,64.02,948.66,24.153,8.99,35.69333333,46.375,59.15,21.72,21.34,39.5275,0.938106574,1.255452991,29,40,
2658,Sweet tapioca with coconut cream,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-20cm (70g),104.3,22.82,0.56,1.26,0.97,0.98,0,18.2,5.215,7.606666667,0.746666667,1.96875,4.85,3.92,0,0.758333333,0.590264469,0.625846153,18,17,
2659,Sweet hard boiled,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Whole (12g),35.51,9.64,0,0,0,0,0,8.52,1.7755,3.213333333,0,0,0,0,0,0.355,0,0.583733207,0,15,
2660,Sweetcorn canned cream style,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (256g),185.39,46.34,4.35,1.02,0.26,6.4,0,729.6,9.2695,15.44666667,5.8,1.59375,1.3,25.6,0,30.4,1.389549334,1.542346637,43,51,
2661,Sweetcorn fresh boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (164g),177.95,41.16,5.41,2.13,0.33,4.1,0,27.88,8.8975,13.72,7.213333333,3.328125,1.65,16.4,0,1.161666667,2.254425732,0.638752389,70,17,
2662,Sweetcorn frozen boiled,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (175g),189.23,52.33,5.43,1.58,0.18,6.13,0,14,9.4615,17.44333333,7.24,2.46875,0.9,24.52,0,0.583333333,2.762235532,0.664407059,86,18,
2665,Swiss roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (56g),202.16,19.94,4.09,11.82,7.45,0.84,62.33,95.2,10.108,6.646666667,5.453333333,18.46875,37.25,3.36,20.77666667,3.966666667,0.275255684,0.911681407,9,27,
2666,Swordfish,FISH AND FISH PRODUCTS,Fish and roe,Piece (288g),385.92,0,53.57,19.07,5.53,0,161.28,270.72,19.296,0,71.42666667,29.796875,27.65,0,53.76,11.28,1.580431794,0.691053656,49,19,
2672,Sze chaun hot and sour soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (360g),172.8,9,14.04,9,2.88,2.88,79.2,1314,8.64,3,18.72,14.0625,14.4,11.52,26.4,54.75,0.703809338,2.490938954,22,87,
2673,Szechuan chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (290g),579.45,20.3,44.37,35.38,13.63,2.03,281.3,2465,28.9725,6.766666667,59.16,55.28125,68.15,8.12,93.76666667,102.7083333,0.558356677,1.842057661,17,62,
2675,Taiwanese pork sausage,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (55g),198,7.43,8.58,14.91,6.88,0,18.7,343.2,9.9,2.476666667,11.44,23.296875,34.4,0,6.233333333,14.3,0.417304104,1.262956978,13,41,
2678,Tandoori chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (150g),246,4.05,27.6,13.35,4.01,0.3,127.5,211.5,12.3,1.35,36.8,20.859375,20.05,1.2,42.5,8.8125,1.104315549,0.802895022,34,23,
2681,Tangyuen in peanut soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (320g),568.32,56.99,15.01,31.14,14.08,8.64,0,33.28,28.416,18.99666667,20.01333333,48.65625,70.4,34.56,0,1.386666667,1.148578735,0.777635016,36,22,
2682,Tangyuen with red bean filling soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (337g),446.86,68.31,11.15,14.32,4.58,4.45,0,33.03,22.343,22.77,14.86666667,22.375,22.9,17.8,0,1.37625,1.152815292,0.685045741,36,19,
2683,Tangyuen with sesame filling soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (327g),493.77,64.81,10.43,21.42,9.12,14.85,0,32.7,24.6885,21.60333333,13.90666667,33.46875,45.6,59.4,0,1.3625,2.017949265,0.70068348,63,19,
2685,Tangyuen frozen no filling,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Whole (20g),24.8,5.64,0.4,0.06,0.01,0,0,0.2,1.24,1.88,0.533333333,0.09375,0.05,0,0,0.008333333,0.3065668,0.469195301,10,11,
2686,Tangyuen frozen peanut,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Gram (1g),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,6,
2687,Tangyuen frozen red bean,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Whole (20g),61,9.34,0,2.34,1.17,0,0,0,3.05,3.113333333,0,3.65625,5.85,0,0,0,0,0.662766554,0,18,
2688,Tangyuen frozen sesame filling,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Piece (20.67g),77.1,8.95,1.03,4.13,2.07,0,0,0,3.855,2.983333333,1.373333333,6.453125,10.35,0,0,0,0.185992301,0.735164466,6,21,
2689,Tangyuen peanut filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (22g),86.02,10.3,1.19,4.44,2.28,0.48,0,1.1,4.301,3.433333333,1.586666667,6.9375,11.4,1.92,0,0.045833333,0.431478384,0.72654483,13,20,
2690,Tangyuen red bean filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (21g),68.25,9.98,0.99,2.71,1.55,0.59,0,1.26,3.4125,3.326666667,1.32,4.234375,7.75,2.36,0,0.0525,0.588628763,0.657331101,18,18,
2691,Tao kwa pow,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Piece (120g),187.2,9.36,12.6,11.04,4.43,1.92,28.8,751.2,9.36,3.12,16.8,17.25,22.15,7.68,9.6,31.3,0.804041707,1.681320931,25,56,
2692,Tapioca chip deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Packet (100g),490.44,66.3,1.5,24.4,11.1,3.7,0,215,24.522,22.1,2,38.125,55.5,14.8,0,8.958333333,0.372525467,0.925305876,12,28,
2693,Tapioca fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (49g),126.42,19.6,0.93,4.95,3.72,1.81,0,107.8,6.321,6.533333333,1.24,7.734375,18.6,7.24,0,4.491666667,0.574809917,0.896741455,18,27,
2695,Tapioca with coconut milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-20cm (70g),80.99,16.53,0.44,1.46,1.18,1.46,0,28.21,4.0495,5.51,0.586666667,2.28125,5.9,5.84,0,1.175416667,0.912623841,0.655950534,28,18,
2697,Taro dried,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Gram (1g),2.84,0.67,0.04,0.01,0,0.01,0,0,0.142,0.223333333,0.053333333,0.015625,0,0.04,0,0,0.168837434,0.366498832,5,7,
2700,Tart custard individual commercial,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Piece (135g),340.4,39.02,8.1,16.88,8.51,1.35,70.2,348.3,17.02,13.00666667,10.8,26.375,42.55,5.4,23.4,14.5125,0.361024727,1.028222009,11,32,
2701,Tart jam individual commercial,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Whole (45g),167.51,25.52,1.26,6.98,3.47,0.41,7.65,112.05,8.3755,8.506666667,1.68,10.90625,17.35,1.64,2.55,4.66875,0.192686462,0.913939135,6,27,
2703,Tauhu goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (403g),769.73,58.03,35.87,43.93,17.33,12.09,0,4094.48,38.4865,19.34333333,47.82666667,68.640625,86.65,48.36,0,170.6033333,0.767172696,2.169090811,24,75,
2704,Tauhu telur,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-20cm (317g),811.2,20.89,34.27,65.62,26.5,9.61,224.44,532.24,40.56,6.963333333,45.69333333,102.53125,132.5,38.44,74.81333333,22.17666667,0.764426471,1.041143205,24,32,
2707,tea leaf egg,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Egg based dishes,Whole (63g),82.53,0,8.44,5.42,1.69,0,198.45,534.87,4.1265,0,11.25333333,8.46875,8.45,0,66.15,22.28625,0.275782521,2.064761533,9,71,
2724,Tempeh with long beans and taukwa stir fried Malay style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (172g),418.9,18.92,18.4,29.76,13.42,12.21,0,1135.2,20.945,6.306666667,24.53333333,46.5,67.1,48.84,0,47.3,1.321708638,1.477025898,41,49,
2725,Tempeh with sambal fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (62.45g),157.38,4.02,8.56,11.9,0.42,3.92,0,387.19,7.869,1.34,11.41333333,18.59375,2.1,15.68,0,16.13291667,2.495859449,1.344121107,77,44,
2727,Teochew braised goose,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-23cm (120g),234,0.24,19.32,17.4,5.28,0,38.4,807.6,11.7,0.08,25.76,27.1875,26.4,0,12.8,33.65,0.752009002,1.625322119,23,54,
2729,Teriyaki chicken don,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (369g),582.28,66.68,30.66,21.44,7.05,5.17,163.1,860.51,29.114,22.22666667,40.88,33.5,35.25,20.68,54.36666667,35.85458333,0.864837416,1.026342743,27,32,
2731,Thai chicken feet salad,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (284g),221.52,23.57,19.03,5.68,1.42,4.54,22.72,1692.64,11.076,7.856666667,25.37333333,8.875,7.1,18.16,7.573333333,70.52666667,1.044505867,2.410336388,32,84,
2732,Thairu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (291g),224.07,15.13,11.64,13.1,7.71,2.04,32.01,357.93,11.2035,5.043333333,15.52,20.46875,38.55,8.16,10.67,14.91375,0.729987762,1.123789623,23,35,
2735,Thosai masala,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (225g),362.25,52.43,8.55,13.28,5.76,4.5,0,778.5,18.1125,17.47666667,11.4,20.75,28.8,18,0,32.4375,0.75169445,1.249035813,23,40,
2741,Tiramisu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (95g),249.85,25.56,5.13,14.16,8.27,0.86,49.4,107.35,12.4925,8.52,6.84,22.125,41.35,3.44,16.46666667,4.472916667,0.303195105,0.903705388,9,27,
2743,Tofu with minced pork and mushroom,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (126.97g),117.52,2.46,12.06,6.6,1.54,1.51,15.5,398.42,5.876,0.82,16.08,10.3125,7.7,6.04,5.166666667,16.60083333,1.507265625,1.369923787,47,45,
2744,Tofu battered deep fried with crabmeat sauce,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (133.98g),246.04,4.25,11.8,20.2,6.04,1.7,57.49,214.23,12.302,1.416666667,15.73333333,31.5625,30.2,6.8,19.16333333,8.92625,0.776809459,1.062898379,24,33,
2746,Tomato and egg soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (268.5g),147.19,1.91,5.05,13.26,4.13,0,266.62,947,7.3595,0.636666667,6.733333333,20.71875,20.65,0,88.87333333,39.45833333,0.106516009,2.4671184,3,86,
2747,Tomato brinjal curry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (375g),165,18,3.75,8.63,4.91,9.38,15,1248.75,8.25,6,5,13.484375,24.55,37.52,5,52.03125,1.131262706,2.509916052,35,88,
2749,Tomato juice canned,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (248g),56.9,11.41,2.73,0,0,1.98,0,451.36,2.845,3.803333333,3.64,0,0,7.92,0,18.80666667,1.108096646,2.014369968,34,69,
2755,Tomatoes stewed,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (101g),79.79,13.18,1.98,2.71,0.53,1.72,0,459.55,3.9895,4.393333333,2.64,4.234375,2.65,6.88,0,19.14791667,0.768865735,1.907309643,24,65,
2745,Tom yam noodle soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (930g),604.5,84.63,33.48,13.95,5.49,8.37,9.3,3766.5,30.225,28.21,44.64,21.796875,27.45,33.48,3.1,156.9375,0.792474024,2.214734818,25,76,
2761,Tortilla chip nacho flavour,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Piece (2.67g),13.3,1.67,0.21,0.68,0.13,0.14,0.08,18.9,0.665,0.556666667,0.28,1.0625,0.65,0.56,0.026666667,0.7875,0.569795885,0.681954682,18,19,
2762,Tortilla chip plain,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Cup (27.5g),134.48,16.57,2.15,6.42,0.77,1.46,0,115.78,6.724,5.523333333,2.866666667,10.03125,3.85,5.84,0,4.824166667,0.994242584,0.921368985,31,28,
2763,Tortillas ready-to-bake or -fry flour,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (30g),93.6,14.49,2.49,2.34,0.57,0.93,0,190.8,4.68,4.83,3.32,3.65625,2.85,3.72,0,7.95,0.82201087,1.029176003,26,32,
2764,Traditional Bolognaise Pasta Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (440g),594,53.5,30.8,27.72,10.6,8.4,44,1518,29.7,17.83333333,41.06666667,43.3125,53,33.6,14.66666667,63.25,1.048590956,1.345955483,33,44,
2765,Traditional ondeh ondeh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (50g),136,22.25,1.35,5,3.78,1.25,0,38,6.8,7.416666667,1.8,7.8125,18.9,5,0,1.583333333,0.473277935,0.770606708,15,22,
2769,Trevally yellow banded with tamarind boiled,OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (40g),106.02,2.52,7.44,7.36,4.32,0.46,14.43,27.2,5.301,0.84,9.92,11.5,21.6,1.84,4.81,1.133333333,0.849872502,0.760854057,26,22,
2771,Tuna mayonnaise sandwich,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (113g),254.35,34.18,15,6.4,1.03,1.62,24.18,433.26,12.7175,11.39333333,20,10,5.15,6.48,8.06,18.0525,1.165082717,0.993682036,36,30,
2772,Tuna puff,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (91g),379.47,24.3,8.55,27.48,12.02,1.27,48.23,373.1,18.9735,8.1,11.4,42.9375,60.1,5.08,16.07666667,15.54583333,0.343131614,1.132465163,11,36,
2773,Tuna sandwich type canned in oil,FISH AND FISH PRODUCTS,Fish and roe,Tablespoon (40g),101.05,0,7.24,8.08,1.24,0,13.6,193.2,5.0525,0,9.653333333,12.625,6.2,0,4.533333333,8.05,0.971714257,1.193721603,30,38,
2774,Tuna with mayonnaise spread canned,FISH AND FISH PRODUCTS,Fish and roe,Can (150g),225,4.2,18.6,15,2.45,2.1,25.95,732,11.25,1.4,24.8,23.4375,12.25,8.4,8.65,30.5,1.288547033,1.51567718,40,50,
2775,Tuna canned in brine,FISH AND FISH PRODUCTS,Fish and roe,Can (195g),202.92,0,43.1,3.12,0.98,0,83.85,760.5,10.146,0,57.46666667,4.875,4.9,0,27.95,31.6875,1.898256115,1.123347688,59,35,
2776,Tuna canned in brine drained,FISH AND FISH PRODUCTS,Fish and roe,Cup (190g),225.91,0,45.22,4.75,1.52,0,96.9,621.3,11.2955,0,60.29333333,7.421875,7.6,0,32.3,25.8875,1.930424463,0.930133653,60,28,
2777,Tuna canned in oil,FISH AND FISH PRODUCTS,Fish and roe,Can (195g),565.4,0,40.56,45.24,6.83,0,64.35,813.15,28.27,0,54.08,70.6875,34.15,0,21.45,33.88125,1.138514331,1.202240633,35,38,
2778,Tuna canned in oil drained,FISH AND FISH PRODUCTS,Fish and roe,Cup (205g),435.99,0,48.38,27.06,4.31,0,79.95,871.25,21.7995,0,64.50666667,42.28125,21.55,0,26.65,36.30208333,1.50292905,1.163524541,47,37,
2779,Tuna canned in water drained,FISH AND FISH PRODUCTS,Fish and roe,Can (172g),220.16,0,40.63,5.11,1.36,0,72.24,86,11.008,0,54.17333333,7.984375,6.8,0,24.08,3.583333333,2.914341458,0.348870429,90,6,
2780,Tuna cooked in coconut milk,OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (55g),65.46,3.36,8.64,1.93,1.5,0.63,19.84,19.25,3.273,1.12,11.52,3.015625,7.5,2.52,6.613333333,0.802083333,1.739247295,0.453267463,54,10,
2782,Tuna in curry canned,FISH AND FISH PRODUCTS,Fish and roe,Can (179g),232.7,17.01,15.39,11.64,1.47,4.65,30.43,1895.61,11.635,5.67,20.52,18.1875,7.35,18.6,10.14333333,78.98375,0.86086526,2.708502716,27,95,
2783,Tuna little,FISH AND FISH PRODUCTS,Fish and roe,Piece (73g),85.4,0,16.94,1.97,0.79,0,38.69,37.23,4.27,0,22.58666667,3.078125,3.95,0,12.89666667,1.55125,2.385789483,0.3560642,74,6,
2784,Tuna salad with thousand island dressing canned,FISH AND FISH PRODUCTS,Fish and roe,Can (176g),244.64,10.56,23.76,12.14,5.6,3.52,33.44,818.4,12.232,3.52,31.68,18.96875,28,14.08,11.14666667,34.1,1.284835053,1.426560611,40,47,
2786,Tuna smoked canned,FISH AND FISH PRODUCTS,Fish and roe,Can (166g),476.42,0,33.86,37.85,5.78,0,16.6,2133.1,23.821,0,45.14666667,59.140625,28.9,0,5.533333333,88.87916667,0.761925335,2.001259574,24,68,
2789,Turkey Breast Salad Subway,FAST FOODS,All fast food outlets in alphabetical order,Bowl-dessert (15 cm) (344g),110.08,13,10.32,2.2,0.52,3.99,20.64,574.48,5.504,4.333333333,13.76,3.4375,2.6,15.96,6.88,23.93666667,1.720025647,1.622105899,53,54,
2790,Turkey all classes breast meat and skin roasted,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),1 portion (90g),170.1,0,25.83,6.66,1.89,0,66.6,56.7,8.505,0,34.44,10.40625,9.45,0,22.2,2.3625,1.978514391,0.482859898,61,11,
2791,Turkey fryer-roasters breast meat only roasted,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),1 portion (90g),121.5,0,27.09,0.63,0.22,0,74.7,46.8,6.075,0,36.12,0.984375,1.1,0,24.9,1.95,2.578158458,0.185365135,80,0,
2792,Turkey fryer-roasters meat only roasted,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),1 portion (90g),135,0,26.64,2.34,0.78,0,88.2,60.3,6.75,0,35.52,3.65625,3.9,0,29.4,2.5125,2.038450502,0.308333333,63,5,
2794,Turtle soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (424g),166.2,6.36,29.26,2.54,-4.24,0,135.68,1161.76,8.31,2.12,39.01333333,3.96875,-21.2,0,45.22666667,48.40666667,1.160336716,1.993846901,36,68,
2795,Twisted cookies,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (12g),67.32,5.95,0.73,4.51,2.03,0.2,0,45,3.366,1.983333333,0.973333333,7.046875,10.15,0.8,0,1.875,0.23987421,0.917146442,7,28,
2796,Udon wet,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (200g),270,61.4,5.2,0.2,0.08,1.6,0,294,13.5,20.46666667,6.933333333,0.3125,0.4,6.4,0,12.25,0.681726628,0.811677116,21,24,
2799,Unagi don,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (344g),625.74,91.26,23.67,18.44,6.12,5.09,121.78,925.7,31.287,30.42,31.56,28.8125,30.6,20.36,40.59333333,38.57083333,0.748619932,1.029494624,23,32,
2800,Vadai with kacang hitam,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (60g),131.36,10.51,5.03,7.69,3.38,2.99,0,390.39,6.568,3.503333333,6.706666667,12.015625,16.9,11.96,0,16.26625,1.073567054,1.410166511,33,46,
2801,Vadai kacang dal kuning,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (50g),150.93,11.6,6.2,8.85,3.55,3.7,0,264.5,7.5465,3.866666667,8.266666667,13.828125,17.75,14.8,0,11.02083333,1.43484896,1.120212391,45,35,
2802,Vanilla cream roll,FAST FOODS,All fast food outlets in alphabetical order,1 portion (65g),197.6,32.63,5.4,5.07,2.8,1.56,0,187.85,9.88,10.87666667,7.2,7.921875,14,6.24,0,7.827083333,0.763544996,0.859287382,24,25,
2803,Vanilla custard,SUGARS SWEETS AND CONFECTIONERY,Desserts (puddings mousses),Cup (280g),249.62,44.24,12.6,2.52,1.68,2.8,8.4,170.8,12.481,14.74666667,16.8,3.9375,8.4,11.2,2.8,7.116666667,1.493595965,0.670653947,46,18,
2804,Vanilla ice cream cone with chocolate bits,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),1 portion (62g),169.38,17.73,3.41,9.42,7.44,0.87,29.14,52.08,8.469,5.91,4.546666667,14.71875,37.2,3.48,9.713333333,2.17,0.310229758,0.845554233,10,25,
2805,Veal boneless unspecified cut cooked fat only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (50g),201.36,0,10.05,18.15,7.95,0,55,49.5,10.068,0,13.4,28.359375,39.75,0,18.33333333,2.0625,0.470414222,0.946328003,15,29,
2806,Veal boneless unspecified cut cooked lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),303.35,0,58.52,7.41,2.09,0,210.9,152,15.1675,0,78.02666667,11.578125,10.45,0,70.3,6.333333333,1.889250289,0.389906878,59,8,
2807,Veal boneless unspecified cut cooked lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),283.37,0,59.47,4.75,1.33,0,210.9,152,14.1685,0,79.29333333,7.421875,6.65,0,70.3,6.333333333,2.013505758,0.324251098,62,5,
2815,Veal forequarter simmered lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),355.57,0,66.12,9.88,3.8,0,210.9,133,17.7785,0,88.16,15.4375,19,0,70.3,5.541666667,1.939796486,0.390147716,60,8,
2816,Veal forequarter simmered lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),329.23,0,67.83,6.08,1.71,0,210.9,129.2,16.4615,0,90.44,9.5,8.55,0,70.3,5.383333333,2.223318458,0.303206737,69,4,
2817,Veal leg steak fried lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (75g),120.1,0,23.25,2.85,1.13,0,82.5,60.75,6.005,0,31,4.453125,5.65,0,27.5,2.53125,1.81557293,0.37993695,56,7,
2818,Veal leg steak fried lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (75g),115.98,0,23.48,2.33,0.68,0,83.25,60.75,5.799,0,31.30666667,3.640625,3.4,0,27.75,2.53125,1.933453145,0.351614208,60,6,
2821,Veal leg baked lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Slice (45g),64.1,0,14.22,0.72,0.23,0,49.95,22.95,3.205,0,18.96,1.125,1.15,0,16.65,0.95625,2.064347542,0.244252874,64,2,
2822,Veal leg baked lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Slice (45g),61.74,0,14.31,0.41,0.14,0,49.95,22.5,3.087,0,19.08,0.640625,0.7,0,16.65,0.9375,2.131891215,0.210270369,66,1,
2825,Veal loin chop grilled lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (85g),136.93,0,24.82,4.08,1.19,0,94.35,85,6.8465,0,33.09333333,6.375,5.95,0,31.45,3.541666667,1.695766391,0.463759496,53,10,
2826,Veal loin chop grilled lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (85g),123.32,0,25.33,2.3,0.68,0,94.35,85,6.166,0,33.77333333,3.59375,3.4,0,31.45,3.541666667,1.853328748,0.378426675,57,7,
2834,Veal shank simmered lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Slice (225g),401.17,0,66.38,14.85,5.85,0,249.75,216,20.0585,0,88.50666667,23.203125,29.25,0,83.25,9,1.552111355,0.525569643,48,13,
2835,Veal shank simmered lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (225g),329.11,0,69.3,5.4,2.03,0,249.75,216,16.4555,0,92.4,8.4375,10.15,0,83.25,9,1.927320815,0.35208578,60,6,
2836,Veal shoulder steak grilled lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (60g),92.64,0,17.16,2.58,0.24,0,66.6,60,4.632,0,22.88,4.03125,1.2,0,22.2,2.5,1.814030192,0.445741596,56,10,
2837,Veal shoulder steak grilled lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (60g),87.48,0,17.34,1.92,0.72,0,66.6,60,4.374,0,23.12,3,3.6,0,22.2,2.5,1.716457801,0.403175785,53,8,
2841,Vegetable  with gluten canned,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Can (246g),196.8,22.88,11.32,6.64,1.13,6.4,0,880.68,9.84,7.626666667,15.09333333,10.375,5.65,25.6,0,36.695,1.719115249,1.662445488,53,56,
2842,Vegetable briyani,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-20cm (239.3g),335.02,46.18,6.94,13.64,8.59,5.03,55.04,612.61,16.751,15.39333333,9.253333333,21.3125,42.95,20.12,18.34666667,25.52541667,0.614316116,1.179305448,19,37,
